qid,model,protocol,repeat,model_prob,elicited_at,cache_hit,parse_error,outcome,crowd_prob_at_T,resolved_at,is_post_cutoff,close_before_cutoff_haiku,close_before_cutoff_jan2026,close_before_T
manifold_H8fIaqhXVDLqbs0odq1o,claude-sonnet-5,v2,0,0.08,2026-07-16T15:59:25.499168+00:00,0,0,0,0.11106383344669606,2026-01-08T17:06:47.870000+00:00,0,0,1,0
manifold_H9deHdMT6JEB8er13osn,claude-haiku-4-5-20251001,v2,0,0.25,2026-07-16T15:55:06.211929+00:00,0,0,1,0.24432162558531054,2024-08-01T18:51:14.451000+00:00,0,1,1,0
manifold_H9deHdMT6JEB8er13osn,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,1,0.24432162558531054,2024-08-01T18:51:14.451000+00:00,0,1,1,0
manifold_H9deHdMT6JEB8er13osn,claude-sonnet-5,v2,0,0.22,2026-07-16T15:59:25.499168+00:00,0,0,1,0.24432162558531054,2024-08-01T18:51:14.451000+00:00,0,1,1,0
manifold_HCUhdnS4lsZXZFVBsvtK,claude-haiku-4-5-20251001,v2,0,0.68,2026-07-16T12:26:04.340487+00:00,1,0,1,0.9876999682686304,2026-03-07T21:12:48.964000+00:00,1,0,0,1
manifold_HCUhdnS4lsZXZFVBsvtK,claude-opus-4-8,v2,0,0.7,2026-07-16T12:35:15.822622+00:00,1,0,1,0.9876999682686304,2026-03-07T21:12:48.964000+00:00,1,0,0,1
manifold_HCUhdnS4lsZXZFVBsvtK,claude-sonnet-5,v2,0,0.62,2026-07-16T12:30:29.971245+00:00,1,0,1,0.9876999682686304,2026-03-07T21:12:48.964000+00:00,1,0,0,1
manifold_HE30fM6Vfs6HPgOtRMOv,claude-haiku-4-5-20251001,v2,0,0.62,2026-07-16T15:55:06.211929+00:00,0,0,0,0.05000000000000001,2024-01-01T08:58:44.445000+00:00,0,1,1,0
manifold_HE30fM6Vfs6HPgOtRMOv,claude-opus-4-8,v2,0,0.12,2026-07-16T21:06:06.003443+00:00,0,0,0,0.05000000000000001,2024-01-01T08:58:44.445000+00:00,0,1,1,0
manifold_HE30fM6Vfs6HPgOtRMOv,claude-sonnet-5,v2,0,0.08,2026-07-16T15:59:25.499168+00:00,0,0,0,0.05000000000000001,2024-01-01T08:58:44.445000+00:00,0,1,1,0
manifold_HHH9Lm69EhYjWLpszX0r,claude-haiku-4-5-20251001,v2,0,0.02,2026-07-16T15:55:06.211929+00:00,0,0,0,0.12197834255460788,2024-03-01T12:11:13.026000+00:00,0,1,1,0
manifold_HHH9Lm69EhYjWLpszX0r,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.12197834255460788,2024-03-01T12:11:13.026000+00:00,0,1,1,0
manifold_HHH9Lm69EhYjWLpszX0r,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.12197834255460788,2024-03-01T12:11:13.026000+00:00,0,1,1,0
manifold_HHUNXGgOszart0ZnnXaY,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.9269798964272158,2025-02-19T05:55:09.067000+00:00,0,1,1,1
manifold_HHUNXGgOszart0ZnnXaY,claude-opus-4-8,v2,0,0.1,2026-07-16T21:06:06.003443+00:00,0,0,0,0.9269798964272158,2025-02-19T05:55:09.067000+00:00,0,1,1,1
manifold_HHUNXGgOszart0ZnnXaY,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,0,0.9269798964272158,2025-02-19T05:55:09.067000+00:00,0,1,1,1
manifold_HJSQvA9VkzGVuBTc9v6O,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,1,0.39,2023-04-14T22:09:28.941000+00:00,0,1,1,0
manifold_HJSQvA9VkzGVuBTc9v6O,claude-opus-4-8,v2,0,0.4,2026-07-16T21:06:06.003443+00:00,0,0,1,0.39,2023-04-14T22:09:28.941000+00:00,0,1,1,0
manifold_HJSQvA9VkzGVuBTc9v6O,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,1,0.39,2023-04-14T22:09:28.941000+00:00,0,1,1,0
manifold_HLGV8vgMIQEB4UKKVyPv,claude-haiku-4-5-20251001,v2,0,0.03,2026-07-16T15:55:06.211929+00:00,0,0,0,0.10699417994395279,2025-03-26T03:50:58.246000+00:00,0,1,1,1
manifold_HLGV8vgMIQEB4UKKVyPv,claude-opus-4-8,v2,0,0.03,2026-07-16T21:06:06.003443+00:00,0,0,0,0.10699417994395279,2025-03-26T03:50:58.246000+00:00,0,1,1,1
manifold_HLGV8vgMIQEB4UKKVyPv,claude-sonnet-5,v2,0,0.04,2026-07-16T15:59:25.499168+00:00,0,0,0,0.10699417994395279,2025-03-26T03:50:58.246000+00:00,0,1,1,1
manifold_HP1A8emzD1t6TUKp7ooU,claude-haiku-4-5-20251001,v2,0,0.25,2026-07-16T15:55:06.211929+00:00,0,0,0,0.2794946948564918,2025-07-01T15:15:34.986000+00:00,0,1,1,0
manifold_HP1A8emzD1t6TUKp7ooU,claude-opus-4-8,v2,0,0.04,2026-07-16T21:06:06.003443+00:00,0,0,0,0.2794946948564918,2025-07-01T15:15:34.986000+00:00,0,1,1,0
manifold_HP1A8emzD1t6TUKp7ooU,claude-sonnet-5,v2,0,0.05,2026-07-16T15:59:25.499168+00:00,0,0,0,0.2794946948564918,2025-07-01T15:15:34.986000+00:00,0,1,1,0
manifold_HQpdrrQshUSlfxP3ofz4,claude-haiku-4-5-20251001,v2,0,0.88,2026-07-16T15:55:06.211929+00:00,0,0,0,0.04468564899818003,2024-04-21T12:38:06.879000+00:00,0,1,1,0
manifold_HQpdrrQshUSlfxP3ofz4,claude-opus-4-8,v2,0,0.85,2026-07-16T21:06:06.003443+00:00,0,0,0,0.04468564899818003,2024-04-21T12:38:06.879000+00:00,0,1,1,0
manifold_HQpdrrQshUSlfxP3ofz4,claude-sonnet-5,v2,0,0.85,2026-07-16T15:59:25.499168+00:00,0,0,0,0.04468564899818003,2024-04-21T12:38:06.879000+00:00,0,1,1,0
manifold_HZmVxTsDC47EHfPE3Kka,claude-haiku-4-5-20251001,v2,0,0.15,2026-07-16T15:55:06.211929+00:00,0,0,0,0.16113598104855661,2025-01-11T02:48:43.459000+00:00,0,1,1,0
manifold_HZmVxTsDC47EHfPE3Kka,claude-opus-4-8,v2,0,0.15,2026-07-16T21:06:06.003443+00:00,0,0,0,0.16113598104855661,2025-01-11T02:48:43.459000+00:00,0,1,1,0
manifold_HZmVxTsDC47EHfPE3Kka,claude-sonnet-5,v2,0,0.15,2026-07-16T15:59:25.499168+00:00,0,0,0,0.16113598104855661,2025-01-11T02:48:43.459000+00:00,0,1,1,0
manifold_HgnRmpfDCjiK1z2ewZA8,claude-haiku-4-5-20251001,v2,0,0.78,2026-07-16T15:55:06.211929+00:00,0,0,1,0.670731941282243,2024-05-13T18:05:47.398000+00:00,0,1,1,0
manifold_HgnRmpfDCjiK1z2ewZA8,claude-opus-4-8,v2,0,0.9,2026-07-16T21:06:06.003443+00:00,0,0,1,0.670731941282243,2024-05-13T18:05:47.398000+00:00,0,1,1,0
manifold_HgnRmpfDCjiK1z2ewZA8,claude-sonnet-5,v2,0,0.88,2026-07-16T15:59:25.499168+00:00,0,0,1,0.670731941282243,2024-05-13T18:05:47.398000+00:00,0,1,1,0
manifold_Hp1khN6OXt5UlnMnLDAd,claude-haiku-4-5-20251001,v2,0,0.04,2026-07-16T15:55:06.211929+00:00,0,0,1,0.6779852228859389,2026-01-11T13:07:36.626000+00:00,1,0,1,0
manifold_Hp1khN6OXt5UlnMnLDAd,claude-opus-4-8,v2,0,0.93,2026-07-16T21:06:06.003443+00:00,0,0,1,0.6779852228859389,2026-01-11T13:07:36.626000+00:00,0,0,1,0
manifold_Hp1khN6OXt5UlnMnLDAd,claude-sonnet-5,v2,0,0.85,2026-07-16T15:59:25.499168+00:00,0,0,1,0.6779852228859389,2026-01-11T13:07:36.626000+00:00,0,0,1,0
manifold_I15Iqa6rVQ5Q997OW1au,claude-haiku-4-5-20251001,v2,0,0.87,2026-07-16T15:55:06.211929+00:00,0,0,1,0.8218829006578549,2025-09-11T00:39:02.284000+00:00,1,0,1,0
manifold_I15Iqa6rVQ5Q997OW1au,claude-opus-4-8,v2,0,0.96,2026-07-16T21:06:06.003443+00:00,0,0,1,0.8218829006578549,2025-09-11T00:39:02.284000+00:00,0,0,1,0
manifold_I15Iqa6rVQ5Q997OW1au,claude-sonnet-5,v2,0,0.97,2026-07-16T15:59:25.499168+00:00,0,0,1,0.8218829006578549,2025-09-11T00:39:02.284000+00:00,0,0,1,0
manifold_I1spu4n3oxYwVq83rgBc,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.510930195661773,2023-04-01T12:15:31.563000+00:00,0,1,1,0
manifold_I1spu4n3oxYwVq83rgBc,claude-opus-4-8,v2,0,0.7,2026-07-16T21:06:06.003443+00:00,0,0,0,0.510930195661773,2023-04-01T12:15:31.563000+00:00,0,1,1,0
manifold_I1spu4n3oxYwVq83rgBc,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,0,0.510930195661773,2023-04-01T12:15:31.563000+00:00,0,1,1,0
manifold_I2QV2GNh5HFMoE1Piek4,claude-haiku-4-5-20251001,v2,0,0.82,2026-07-16T15:55:06.211929+00:00,0,0,1,0.09334016797472881,2025-12-10T05:48:06.809000+00:00,1,1,1,1
manifold_I2QV2GNh5HFMoE1Piek4,claude-opus-4-8,v2,0,0.95,2026-07-16T21:06:06.003443+00:00,0,0,1,0.09334016797472881,2025-12-10T05:48:06.809000+00:00,0,1,1,1
manifold_I2QV2GNh5HFMoE1Piek4,claude-sonnet-5,v2,0,0.97,2026-07-16T15:59:25.499168+00:00,0,0,1,0.09334016797472881,2025-12-10T05:48:06.809000+00:00,0,1,1,1
manifold_I9suP3JFMAHWHwYRZgpm,claude-haiku-4-5-20251001,v2,0,0.08,2026-07-16T15:55:06.211929+00:00,0,0,0,0.011020709506016954,2026-03-07T14:33:03.869000+00:00,1,0,1,1
manifold_I9suP3JFMAHWHwYRZgpm,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.011020709506016954,2026-03-07T14:33:03.869000+00:00,1,0,1,1
manifold_I9suP3JFMAHWHwYRZgpm,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.011020709506016954,2026-03-07T14:33:03.869000+00:00,1,0,1,1
manifold_IAy8guzlO9,claude-haiku-4-5-20251001,v2,0,0.58,2026-07-16T15:55:06.211929+00:00,0,0,1,0.8066395527890432,2026-02-05T02:59:35.090000+00:00,1,0,0,0
manifold_IAy8guzlO9,claude-opus-4-8,v2,0,0.4,2026-07-16T21:06:06.003443+00:00,0,0,1,0.8066395527890432,2026-02-05T02:59:35.090000+00:00,0,0,0,0
manifold_IAy8guzlO9,claude-sonnet-5,v2,0,0.42,2026-07-16T15:59:25.499168+00:00,0,0,1,0.8066395527890432,2026-02-05T02:59:35.090000+00:00,0,0,0,0
manifold_IBezIpRUNmysXIRjHPaL,claude-haiku-4-5-20251001,v2,0,0.15,2026-07-16T15:55:06.211929+00:00,0,0,0,0.27996528875067545,2025-01-04T01:17:16.819000+00:00,0,1,1,0
manifold_IBezIpRUNmysXIRjHPaL,claude-opus-4-8,v2,0,0.05,2026-07-16T21:06:06.003443+00:00,0,0,0,0.27996528875067545,2025-01-04T01:17:16.819000+00:00,0,1,1,0
manifold_IBezIpRUNmysXIRjHPaL,claude-sonnet-5,v2,0,0.05,2026-07-16T15:59:25.499168+00:00,0,0,0,0.27996528875067545,2025-01-04T01:17:16.819000+00:00,0,1,1,0
manifold_IBqB2krzjBLt9gG1UqM0,claude-haiku-4-5-20251001,v2,0,0.18,2026-07-16T15:55:06.211929+00:00,0,0,1,0.8377186289276889,2025-05-23T00:38:41.308000+00:00,0,1,1,0
manifold_IBqB2krzjBLt9gG1UqM0,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,1,0.8377186289276889,2025-05-23T00:38:41.308000+00:00,0,1,1,0
manifold_IBqB2krzjBLt9gG1UqM0,claude-sonnet-5,v2,0,0.42,2026-07-16T15:59:25.499168+00:00,0,0,1,0.8377186289276889,2025-05-23T00:38:41.308000+00:00,0,1,1,0
manifold_IEKO8AnEQaT57ZYUMZ8Z,claude-haiku-4-5-20251001,v2,0,0.62,2026-07-16T15:55:06.211929+00:00,0,0,1,0.6035165324992755,2023-09-25T12:54:46.953000+00:00,0,1,1,0
manifold_IEKO8AnEQaT57ZYUMZ8Z,claude-opus-4-8,v2,0,0.35,2026-07-16T21:06:06.003443+00:00,0,0,1,0.6035165324992755,2023-09-25T12:54:46.953000+00:00,0,1,1,0
manifold_IEKO8AnEQaT57ZYUMZ8Z,claude-sonnet-5,v2,0,0.72,2026-07-16T15:59:25.499168+00:00,0,0,1,0.6035165324992755,2023-09-25T12:54:46.953000+00:00,0,1,1,0
manifold_ILGRpSkq47EaDhRs4zcQ,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.03825966162704713,2026-01-02T00:27:32.601000+00:00,1,0,1,0
manifold_ILGRpSkq47EaDhRs4zcQ,claude-opus-4-8,v2,0,0.4,2026-07-16T21:06:06.003443+00:00,0,0,0,0.03825966162704713,2026-01-02T00:27:32.601000+00:00,0,0,1,0
manifold_ILGRpSkq47EaDhRs4zcQ,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.03825966162704713,2026-01-02T00:27:32.601000+00:00,0,0,1,0
manifold_INyzgSlIAq,claude-haiku-4-5-20251001,v2,0,0.35,2026-07-16T15:55:06.211929+00:00,0,0,0,0.15646316325353518,2026-01-04T00:40:05.542000+00:00,1,0,1,0
manifold_INyzgSlIAq,claude-opus-4-8,v2,0,0.35,2026-07-16T21:06:06.003443+00:00,0,0,0,0.15646316325353518,2026-01-04T00:40:05.542000+00:00,0,0,1,0
manifold_INyzgSlIAq,claude-sonnet-5,v2,0,0.88,2026-07-16T15:59:25.499168+00:00,0,0,0,0.15646316325353518,2026-01-04T00:40:05.542000+00:00,0,0,1,0
manifold_IQInuOu5OS,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.19151942746788128,2026-01-01T19:17:38.986000+00:00,1,0,1,0
manifold_IQInuOu5OS,claude-opus-4-8,v2,0,0.12,2026-07-16T21:06:06.003443+00:00,0,0,0,0.19151942746788128,2026-01-01T19:17:38.986000+00:00,0,0,1,0
manifold_IQInuOu5OS,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,0,0.19151942746788128,2026-01-01T19:17:38.986000+00:00,0,0,1,0
manifold_IYhO6DNhgPoTLEdF2Zp6,claude-haiku-4-5-20251001,v2,0,0.08,2026-07-16T15:55:06.211929+00:00,0,0,0,0.48121694532277604,2026-01-01T20:11:46.245000+00:00,1,0,1,0
manifold_IYhO6DNhgPoTLEdF2Zp6,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,0,0.48121694532277604,2026-01-01T20:11:46.245000+00:00,0,0,1,0
manifold_IYhO6DNhgPoTLEdF2Zp6,claude-sonnet-5,v2,0,0.15,2026-07-16T15:59:25.499168+00:00,0,0,0,0.48121694532277604,2026-01-01T20:11:46.245000+00:00,0,0,1,0
manifold_ImQeeeFHvP2EBN3CVTh6,claude-haiku-4-5-20251001,v2,0,0.08,2026-07-16T15:55:06.211929+00:00,0,0,0,0.05556206489505068,2024-01-01T16:39:21.307000+00:00,0,1,1,0
manifold_ImQeeeFHvP2EBN3CVTh6,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.05556206489505068,2024-01-01T16:39:21.307000+00:00,0,1,1,0
manifold_ImQeeeFHvP2EBN3CVTh6,claude-sonnet-5,v2,0,0.03,2026-07-16T15:59:25.499168+00:00,0,0,0,0.05556206489505068,2024-01-01T16:39:21.307000+00:00,0,1,1,0
manifold_IpNy52Qh29,claude-haiku-4-5-20251001,v2,0,0.08,2026-07-16T15:55:06.211929+00:00,0,0,0,0.8014803469091736,2026-03-01T01:01:12.339000+00:00,1,0,0,0
manifold_IpNy52Qh29,claude-opus-4-8,v2,0,0.12,2026-07-16T21:06:06.003443+00:00,0,0,0,0.8014803469091736,2026-03-01T01:01:12.339000+00:00,0,0,0,0
manifold_IpNy52Qh29,claude-sonnet-5,v2,0,0.1,2026-07-16T15:59:25.499168+00:00,0,0,0,0.8014803469091736,2026-03-01T01:01:12.339000+00:00,0,0,0,0
manifold_IyhNd2hsAy,claude-haiku-4-5-20251001,v2,0,0.92,2026-07-16T15:55:06.211929+00:00,0,0,0,0.01090540714356246,2025-10-25T20:00:15.764000+00:00,1,0,1,1
manifold_IyhNd2hsAy,claude-opus-4-8,v2,0,0.9,2026-07-16T21:06:06.003443+00:00,0,0,0,0.01090540714356246,2025-10-25T20:00:15.764000+00:00,0,0,1,1
manifold_IyhNd2hsAy,claude-sonnet-5,v2,0,0.95,2026-07-16T15:59:25.499168+00:00,0,0,0,0.01090540714356246,2025-10-25T20:00:15.764000+00:00,0,0,1,1
manifold_IzAfQ49eitUrrgmClmIX,claude-haiku-4-5-20251001,v2,0,0.72,2026-07-16T15:55:06.211929+00:00,0,0,0,0.505010770170917,2025-01-03T04:52:03.741000+00:00,0,1,1,0
manifold_IzAfQ49eitUrrgmClmIX,claude-opus-4-8,v2,0,0.35,2026-07-16T21:06:06.003443+00:00,0,0,0,0.505010770170917,2025-01-03T04:52:03.741000+00:00,0,1,1,0
manifold_IzAfQ49eitUrrgmClmIX,claude-sonnet-5,v2,0,0.12,2026-07-16T15:59:25.499168+00:00,0,0,0,0.505010770170917,2025-01-03T04:52:03.741000+00:00,0,1,1,0
manifold_JFQfWg7vFckghArw3Wuc,claude-haiku-4-5-20251001,v2,0,0.72,2026-07-16T15:55:06.211929+00:00,0,0,0,0.4839979726998717,2025-01-04T03:30:19.838000+00:00,0,1,1,0
manifold_JFQfWg7vFckghArw3Wuc,claude-opus-4-8,v2,0,0.98,2026-07-16T21:06:06.003443+00:00,0,0,0,0.4839979726998717,2025-01-04T03:30:19.838000+00:00,0,1,1,0
manifold_JFQfWg7vFckghArw3Wuc,claude-sonnet-5,v2,0,0.97,2026-07-16T15:59:25.499168+00:00,0,0,0,0.4839979726998717,2025-01-04T03:30:19.838000+00:00,0,1,1,0
manifold_JLUFus0A6ylH2vEPOOUH,claude-haiku-4-5-20251001,v2,0,0.04,2026-07-16T15:55:06.211929+00:00,0,0,0,0.0834941777243812,2024-07-13T04:25:18.603000+00:00,0,1,1,0
manifold_JLUFus0A6ylH2vEPOOUH,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.0834941777243812,2024-07-13T04:25:18.603000+00:00,0,1,1,0
manifold_JLUFus0A6ylH2vEPOOUH,claude-sonnet-5,v2,0,0.03,2026-07-16T15:59:25.499168+00:00,0,0,0,0.0834941777243812,2024-07-13T04:25:18.603000+00:00,0,1,1,0
manifold_JLUFus0A6ylH2vEPOOUH,claude-sonnet-5,v2,1,0.03,2026-07-16T21:08:43.220564+00:00,0,0,0,0.0834941777243812,2024-07-13T04:25:18.603000+00:00,0,1,1,0
manifold_JLUFus0A6ylH2vEPOOUH,claude-sonnet-5,v2,2,0.02,2026-07-16T21:10:52.506595+00:00,0,0,0,0.0834941777243812,2024-07-13T04:25:18.603000+00:00,0,1,1,0
manifold_JSdVEejrLehONfH5kIFp,claude-haiku-4-5-20251001,v2,0,0.12,2026-07-16T15:55:06.211929+00:00,0,0,0,0.16224199042644624,2024-12-31T21:42:02.917000+00:00,0,1,1,0
manifold_JSdVEejrLehONfH5kIFp,claude-opus-4-8,v2,0,0.1,2026-07-16T21:06:06.003443+00:00,0,0,0,0.16224199042644624,2024-12-31T21:42:02.917000+00:00,0,1,1,0
manifold_JSdVEejrLehONfH5kIFp,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,0,0.16224199042644624,2024-12-31T21:42:02.917000+00:00,0,1,1,0
manifold_JVSrnYOHtFpwktJV9V9X,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.05667411665850049,2024-06-03T08:43:42.847000+00:00,0,1,1,0
manifold_JVSrnYOHtFpwktJV9V9X,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.05667411665850049,2024-06-03T08:43:42.847000+00:00,0,1,1,0
manifold_JVSrnYOHtFpwktJV9V9X,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.05667411665850049,2024-06-03T08:43:42.847000+00:00,0,1,1,0
manifold_JXerbchbaFLslrYoWMZG,claude-haiku-4-5-20251001,v2,0,0.78,2026-07-16T15:55:06.211929+00:00,0,0,0,0.09952898995275604,2025-01-01T23:39:29.233000+00:00,0,1,1,0
manifold_JXerbchbaFLslrYoWMZG,claude-opus-4-8,v2,0,0.95,2026-07-16T21:06:06.003443+00:00,0,0,0,0.09952898995275604,2025-01-01T23:39:29.233000+00:00,0,1,1,0
manifold_JXerbchbaFLslrYoWMZG,claude-sonnet-5,v2,0,0.97,2026-07-16T15:59:25.499168+00:00,0,0,0,0.09952898995275604,2025-01-01T23:39:29.233000+00:00,0,1,1,0
manifold_Jh6x3iEzXtRHzuxaD3nk,claude-haiku-4-5-20251001,v2,0,0.68,2026-07-16T15:55:06.211929+00:00,0,0,0,0.5972130596375601,2026-05-28T01:33:54.623000+00:00,1,1,1,1
manifold_Jh6x3iEzXtRHzuxaD3nk,claude-opus-4-8,v2,0,0.3,2026-07-16T21:06:06.003443+00:00,0,0,0,0.5972130596375601,2026-05-28T01:33:54.623000+00:00,1,1,1,1
manifold_Jh6x3iEzXtRHzuxaD3nk,claude-sonnet-5,v2,0,0.35,2026-07-16T15:59:25.499168+00:00,0,0,0,0.5972130596375601,2026-05-28T01:33:54.623000+00:00,1,1,1,1
manifold_JhYVVIF1yyM02uVBPxKN,claude-haiku-4-5-20251001,v2,0,0.24,2026-07-16T15:55:06.211929+00:00,0,0,1,0.44700802658306055,2023-10-13T20:22:17.112000+00:00,0,1,1,0
manifold_JhYVVIF1yyM02uVBPxKN,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,1,0.44700802658306055,2023-10-13T20:22:17.112000+00:00,0,1,1,0
manifold_JhYVVIF1yyM02uVBPxKN,claude-sonnet-5,v2,0,0.12,2026-07-16T15:59:25.499168+00:00,0,0,1,0.44700802658306055,2023-10-13T20:22:17.112000+00:00,0,1,1,0
manifold_JlO8bkrxdKQYULStFGST,claude-haiku-4-5-20251001,v2,0,0.04,2026-07-16T15:55:06.211929+00:00,0,0,0,0.10503416499437891,2024-09-02T01:11:14.787000+00:00,0,1,1,0
manifold_JlO8bkrxdKQYULStFGST,claude-opus-4-8,v2,0,0.02,2026-07-16T21:06:06.003443+00:00,0,0,0,0.10503416499437891,2024-09-02T01:11:14.787000+00:00,0,1,1,0
manifold_JlO8bkrxdKQYULStFGST,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.10503416499437891,2024-09-02T01:11:14.787000+00:00,0,1,1,0
manifold_JqmSQBKrTJJ7LkGhIugl,claude-haiku-4-5-20251001,v2,0,0.25,2026-07-16T15:55:06.211929+00:00,0,0,1,0.6105944731266678,2024-08-06T20:02:23.335000+00:00,0,1,1,0
manifold_JqmSQBKrTJJ7LkGhIugl,claude-opus-4-8,v2,0,0.5,2026-07-16T21:06:06.003443+00:00,0,0,1,0.6105944731266678,2024-08-06T20:02:23.335000+00:00,0,1,1,0
manifold_JqmSQBKrTJJ7LkGhIugl,claude-sonnet-5,v2,0,0.25,2026-07-16T15:59:25.499168+00:00,0,0,1,0.6105944731266678,2024-08-06T20:02:23.335000+00:00,0,1,1,0
manifold_JzLGzwrROhzmSFQ6uv8D,claude-haiku-4-5-20251001,v2,0,0.18,2026-07-16T15:55:06.211929+00:00,0,0,1,0.5012861398705215,2024-11-10T20:20:31.135000+00:00,0,1,1,0
manifold_JzLGzwrROhzmSFQ6uv8D,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,1,0.5012861398705215,2024-11-10T20:20:31.135000+00:00,0,1,1,0
manifold_JzLGzwrROhzmSFQ6uv8D,claude-sonnet-5,v2,0,0.62,2026-07-16T15:59:25.499168+00:00,0,0,1,0.5012861398705215,2024-11-10T20:20:31.135000+00:00,0,1,1,0
manifold_JzUZkF2mLv7psdqrtW7B,claude-haiku-4-5-20251001,v2,0,0.85,2026-07-16T15:55:06.211929+00:00,0,0,0,0.6371939414461484,2025-12-10T05:44:56.395000+00:00,1,1,1,1
manifold_JzUZkF2mLv7psdqrtW7B,claude-opus-4-8,v2,0,0.97,2026-07-16T21:06:06.003443+00:00,0,0,0,0.6371939414461484,2025-12-10T05:44:56.395000+00:00,0,1,1,1
manifold_JzUZkF2mLv7psdqrtW7B,claude-sonnet-5,v2,0,0.92,2026-07-16T15:59:25.499168+00:00,0,0,0,0.6371939414461484,2025-12-10T05:44:56.395000+00:00,0,1,1,1
manifold_JzUZkF2mLv7psdqrtW7B,claude-sonnet-5,v2,1,0.93,2026-07-16T21:08:43.220564+00:00,0,0,0,0.6371939414461484,2025-12-10T05:44:56.395000+00:00,0,1,1,1
manifold_JzUZkF2mLv7psdqrtW7B,claude-sonnet-5,v2,2,0.95,2026-07-16T21:10:52.506595+00:00,0,0,0,0.6371939414461484,2025-12-10T05:44:56.395000+00:00,0,1,1,1
manifold_K1ZdeejNvuvAhx9V5W9W,claude-haiku-4-5-20251001,v2,0,0.03,2026-07-16T15:55:06.211929+00:00,0,0,0,0.025908551153054783,2024-12-07T22:39:15.406000+00:00,0,1,1,1
manifold_K1ZdeejNvuvAhx9V5W9W,claude-opus-4-8,v2,0,0.01,2026-07-16T21:06:06.003443+00:00,0,0,0,0.025908551153054783,2024-12-07T22:39:15.406000+00:00,0,1,1,1
manifold_K1ZdeejNvuvAhx9V5W9W,claude-sonnet-5,v2,0,0.02,2026-07-16T15:59:25.499168+00:00,0,0,0,0.025908551153054783,2024-12-07T22:39:15.406000+00:00,0,1,1,1
manifold_K4VlSDhyjHQHd4kQLFfG,claude-haiku-4-5-20251001,v2,0,0.28,2026-07-16T15:55:06.211929+00:00,0,0,0,0.1840451081324525,2024-01-01T08:57:05.204000+00:00,0,1,1,0
manifold_K4VlSDhyjHQHd4kQLFfG,claude-opus-4-8,v2,0,0.2,2026-07-16T21:06:06.003443+00:00,0,0,0,0.1840451081324525,2024-01-01T08:57:05.204000+00:00,0,1,1,0
manifold_K4VlSDhyjHQHd4kQLFfG,claude-sonnet-5,v2,0,0.15,2026-07-16T15:59:25.499168+00:00,0,0,0,0.1840451081324525,2024-01-01T08:57:05.204000+00:00,0,1,1,0
manifold_K53mEqSyVh2kOjblackI,claude-haiku-4-5-20251001,v2,0,0.18,2026-07-16T15:55:06.211929+00:00,0,0,0,0.030419874616652964,2025-01-01T02:55:41.136000+00:00,0,1,1,0
manifold_K53mEqSyVh2kOjblackI,claude-opus-4-8,v2,0,0.08,2026-07-16T21:06:06.003443+00:00,0,0,0,0.030419874616652964,2025-01-01T02:55:41.136000+00:00,0,1,1,0
